DATE;e5;e1;cpi;l_rgdp;l_pnfuel;l_dm1;l_dm2;l_dm2m;l_dmzm
1978-01-01;;5.2;4.138361447638875;;;5.262586437782611;5.360751951915888;5.2651043987352075;5.265604976371076
1978-02-01;;6.4;4.143134726391533;;;5.264817295347863;5.363989598256387;5.268010268610774;5.268558049181432
1978-03-01;;6.3;4.14946386144318;;;5.269861260320104;5.368301330690012;5.271958151746727;5.272640088764288
1978-04-01;;6.7;4.157319361383489;;;5.2786213434585525;5.3744498694882985;5.277913837038861;5.278685331019746
1978-05-01;;6.9;4.1666652238017265;;;5.292712044580417;5.383390356886532;5.28693508045058;5.287797105587371
1978-06-01;;6.5;4.174387269895637;;;5.29824836179208;5.386543088984731;5.289055331683599;5.2900137100502524
1978-07-01;;6.6;4.182050142641207;;;5.300706292432457;5.385883495747844;5.28676280728545;5.287811218203105
1978-08-01;;8.7;4.188138441508461;;;5.306045878899503;5.389974773333863;5.29002834458815;5.291153006521186
1978-09-01;;6.9;4.197201947661808;;;5.313510852596743;5.395782660909679;5.2949786132361;5.296271146274111
1978-10-01;;7.4;4.206184043977636;;;5.316381889329459;5.397160556706079;5.295157421212489;5.296546597983699
1978-11-01;;7.5;4.212127597878484;;;5.320715793406786;5.396780971301056;5.293279098542014;5.294718683111432
1978-12-01;;7.3;4.21803603456465;;;5.323932571047983;5.393951742454523;5.288498318518563;5.290027832607342
1979-01-01;;7.8;4.22683374526818;;;5.326070535694346;5.388463162842691;5.28080834824886;5.282410396170159
1979-02-01;1.9740810260220096;9.3;4.237000862623624;;;5.3284407069230095;5.3857837550174334;5.276571147658059;5.278287752852531
1979-03-01;;8.8;4.247065649239764;;;5.3343037266002105;5.387281230329694;5.276767678940728;5.2786601398496655
1979-04-01;;9.7;4.257030144499196;;;5.348436279862095;5.392931044368014;5.28117207095023;5.283203061298746
1979-05-01;;9.8;4.268297869345539;;;5.351978867150211;5.393387858690275;5.280360492753121;5.282623171189923
1979-06-01;;9.9;4.279440045898781;;;5.3613225037659005;5.400000319147082;5.286474283049231;5.288858098621768
1979-07-01;;9.9;4.290459441148391;;;5.370970027674828;5.4064479313041325;5.292624799958813;5.295189986010361
1979-08-01;;9.9;4.300002799195291;;;5.374455912004911;5.410802848280208;5.2961088485183785;5.298861085669323
1979-09-01;;9.6;4.309455941839047;;;5.37532347145596;5.409504435380188;5.293031221678323;5.295967637285396
1979-10-01;;9.0;4.320151230955794;;;5.379505813625221;5.404467919817388;5.2854713240425175;5.288659770176935
1979-11-01;;10.0;4.330733340286331;;;5.3793238431919015;5.395825110617546;5.273428583743433;5.276929967986707
1979-12-01;;9.9;4.3425058765115985;;;5.381827460987676;5.394348339859736;5.270181577238541;5.273892645607239
1980-01-01;;10.4;4.356708826689592;;;5.3922372463644095;5.3953624533207964;5.269968967295764;5.2738830799510215
1980-02-01;2.272125885509337;10.0;4.3694478524670215;;;5.402464308018261;5.396738664116755;5.270002604090848;5.274135362386325
1980-03-01;;10.2;4.383275854074314;;;5.398195700102086;5.386981485194731;5.2571302158612605;5.261282089152871
1980-04-01;;10.1;4.393213824064446;;;5.385264073219133;5.370501453212444;5.234712132565654;5.23876005473095
1980-05-01;;8.6;4.403054001865957;;;5.388089893961274;5.371285422380521;5.232262455338562;5.236727481749915
1980-06-01;;8.5;4.412798293340635;;;5.397828406240896;5.382732710669667;5.247573740717549;5.2523568145713515
1980-07-01;;9.6;4.414009680526933;;;5.4089355418142935;5.397491686901118;5.266573179103316;5.271759807993676
1980-08-01;2.163323025660538;7.6;4.421247347827163;;;5.420987852549512;5.413423996470759;5.2854731178433605;5.2905654966017925
1980-09-01;2.2300144001592104;9.1;4.429625613473161;;;5.4341793188227046;5.424427027152834;5.297399820132312;5.301911562234133
1980-10-01;;9.6;4.439115601658009;;;5.443231370230781;5.430702849945093;5.303549837292811;5.307690746042024
1980-11-01;;8.6;4.449685283147696;;;5.44642489185727;5.429845736201052;5.3005051910874;5.30447034148493
1980-12-01;;9.7;4.45898767581001;;;5.440326938792132;5.41721748759819;5.282374793882403;5.286230067640996
1981-01-01;2.0014800002101243;9.5;4.468204330914934;;;5.437775508477799;5.403544268867959;5.261785126096532;5.265932574038946
1981-02-01;1.9021075263969205;8.6;4.477336814478207;;;5.439691953374929;5.399979715739257;5.255772332174757;5.260244789433336
1981-03-01;1.7749523509116738;7.2;4.484131857611035;;;5.446043499923545;5.40245858206362;5.257279825097356;5.262097124876325
1981-04-01;;8.0;4.489759334476764;;;5.461385518025933;5.413065524293642;5.268881652724496;5.273934366722741
1981-05-01;;7.3;4.49647076906475;;;5.454333343860085;5.40657533794622;5.260316008048924;5.2653405152461135
1981-06-01;;7.1;4.505349850705881;;;5.454480310888213;5.402780995204536;5.254308779088291;5.2593416420036325
1981-07-01;1.7578579175523736;6.8;4.516338972281476;;;5.457512124440701;5.404976576032107;5.256468065838783;5.261706625380847
1981-08-01;1.9021075263969205;5.8;4.523960130562548;;;5.456612066710568;5.40118598921678;5.250831622016612;5.256296748578525
1981-09-01;1.8718021769015913;6.9;4.533674184283021;;;5.4557880068371745;5.397201842157923;5.245416371614749;5.251541963868217
1981-10-01;;6.7;4.536891345234797;;;5.458445035516269;5.396538735687172;5.243182357762424;5.2499311004306914
1981-11-01;;7.3;4.541164856012179;;;5.463768795670531;5.400446207107893;5.246784293520297;5.253862976430021
1981-12-01;;5.3;4.544358046591334;;;5.474531689038615;5.408800141389149;5.255925650640783;5.263451043433464
1982-01-01;1.8082887711792655;5.1;4.547541073151455;;;5.48684150969447;5.4193167852318656;5.267212519998816;5.274546484131097
1982-02-01;1.7749523509116738;5.2;4.550714000192032;;;5.484445191153394;5.417160308582068;5.2638408830515635;5.270595162531007
1982-03-01;1.6094379124341003;4.2;4.550714000192032;;;5.484649771397204;5.418063133921313;5.263231551169;5.270126461679452
1982-04-01;;4.7;4.553876891600541;;;5.492616299556838;5.424591777887523;5.269179375852371;5.275980553020384
1982-05-01;;3.5;4.563305981889393;;;5.492294912801212;5.4261344499867485;5.269728099431828;5.276987710513493
1982-06-01;;4.6;4.574710978503383;;;5.493025727321684;5.427961257586625;5.2710059119678165;5.278547191230426
1982-07-01;1.667706820558076;5.0;4.579852378003801;;;5.493746779725017;5.427748520764445;5.269438471676796;5.277585248458238
1982-08-01;1.6863989535702288;4.8;4.581901559048737;;;5.500248014843415;5.434701365184145;5.2769157556393695;5.286246323487963
1982-09-01;1.62924053973028;4.5;4.581901559048737;;;5.510579928340971;5.443680288131055;5.286826471474876;5.296492240254813
1982-10-01;;4.7;4.585987366571318;;;5.523594677946034;5.456570839561267;5.3033024147927526;5.312832162905917
1982-11-01;;4.5;4.584967478670572;;;5.535852893136319;5.4682413339010845;5.31825239280008;5.327644716606507
1982-12-01;;3.7;4.581901559048737;;;5.541796949241868;5.463867883957048;5.31684755090225;5.3258718506147416
1983-01-01;1.6094379124341003;2.8;4.583946549536464;;;5.545189844248277;5.462707422028341;5.329806703737357;5.338191413528539
1983-02-01;1.5686159179138452;3.0;4.584967478670572;;;5.555601010116724;5.4654237077029375;5.342503077598783;5.3505401942053
1983-03-01;1.589235205116581;1.8;4.585987366571318;;;5.566434583494002;5.470676802390739;5.352530587106406;5.359828438009545
1983-04-01;;3.4;4.593097604753822;;;5.5695943665107706;5.473262131831248;5.356542866586175;5.363189723593359
1983-05-01;;3.2;4.597138014290827;;;5.581430308904347;5.480194389631849;5.365801143011001;5.372210417596008
1983-06-01;;3.2;4.599152113662528;;;5.587873198243075;5.484439455188603;5.37076626154753;5.376892127142789
1983-07-01;1.6094379124341003;3.2;4.603168183317418;;;5.594231472619377;5.488637662161139;5.3742922486587466;5.3799883106280175
1983-08-01;1.589235205116581;3.3;4.6061696863211745;;;5.598632513177464;5.491432212368686;5.376205045261233;5.3815842794277575
1983-09-01;1.6094379124341003;3.3;4.609162207257629;;;5.602569745880633;5.493673582237075;5.3774578471006445;5.382822097821983
1983-10-01;;3.7;4.613138355637268;;;5.608735062463643;5.4982271854900695;5.380370994926014;5.385758915805769
1983-11-01;;3.5;4.616110126026426;;;5.610994549471908;5.499799706312476;5.380027547051581;5.385389243834774
1983-12-01;;3.5;4.619073091157083;;;5.614956969635943;5.50230253570004;5.381556105526157;5.386868152860638
1984-01-01;1.589235205116581;3.2;4.625952725170619;;;5.6221698020710384;5.507140298483427;5.385530130105371;5.390997034817383
1984-02-01;1.6094379124341003;3.3;4.630837932736669;;;5.625451201799033;5.5118951736432695;5.389466804052738;5.395425034893239
1984-03-01;1.6094379124341003;3.4;4.633757642840004;;;5.630791504094169;5.517571063314287;5.3949850248176165;5.401172083692868
1984-04-01;;3.9;4.637637376125593;;;5.636907426358544;5.523335036391481;5.400523986497189;5.406876146201388
1984-05-01;;4.2;4.639571612705423;;;5.6386702336557555;5.525904265136386;5.402104372138251;5.408465133164391
1984-06-01;;4.2;4.641502115235482;;;5.64446770627942;5.5294437732193895;5.4044577687218025;5.411127807149372
1984-07-01;1.62924053973028;3.4;4.645351975620923;;;5.645255723707308;5.529455644509564;5.402807027084212;5.4095573346241865
1984-08-01;1.589235205116581;3.0;4.648229675448539;;;5.6456083327271775;5.5277810608794296;5.399152118807674;5.405971469381652
